section,speed_min,speed_mean,speed_max,brake_max,brake_mean,throttle_mean,gear_min,steering_std,steering_angle_max,hand_speed_mean,hand_speed_max,curve_length,cluster
T2,234.01739999999998,240.02910923913043,243.1627,0.0,0.0,76.43969722222222,5.666666666666667,23.24409756748396,40.0,31.877397702207606,148.43168326297567,147.2671,0
T3,215.67353333333335,223.1776850852015,235.3831,0.0,0.0,86.99125200083806,5.666666666666667,21.570946208253854,48.666666666666664,30.50856252454626,201.84047918551832,368.3355666666667,0
T14,234.0225333333333,240.17647895903983,246.99016666666668,0.0,0.0,90.66519589041097,6.0,22.793159194183797,61.0,35.354500268349916,211.95623021662436,417.52863333333363,0
T10+T11,121.65253333333334,146.53769453398453,230.53073333333336,99.3464,13.99344497704707,57.65906565522332,3.0,48.127294792507,80.66666666666667,37.47403214343064,242.95090692994071,483.11590000000007,1
T15,64.57363333333333,115.06516276925406,249.45703333333336,100.0,22.158183696484684,55.136367097612265,1.3333333333333333,67.8961739478127,127.0,46.907635832661605,471.49592957709496,393.91540000000015,1
T4+T5,104.63619999999999,145.49393556848523,260.2833333333333,100.0,23.74135616964033,49.15302016805234,2.0,49.462274558801745,98.0,51.41602195680695,388.36285357850556,394.54593333333315,1
T7,87.3757,123.34964217485158,199.81183333333334,100.0,20.858244648318042,47.92672542423697,1.3333333333333333,36.893056344254774,103.33333333333333,30.2883170609805,197.01600911420465,323.9064999999999,2
T1,61.0437,126.14767544449273,214.47573333333332,99.60783333333332,22.852921973538077,65.90836337872422,1.3333333333333333,47.94409317981459,127.0,28.72440133552912,313.15396623929183,372.33459999999997,2
T6,126.66003333333333,151.1151414749618,182.60216666666668,0.0,0.0,85.33455757535569,2.6666666666666665,26.111308924053436,65.0,29.099289621641702,200.7890069711466,209.73030000000003,3
T13,161.4786,180.2216789720118,202.149,0.0,0.0,91.91961134259259,3.3333333333333335,21.09923652096546,67.66666666666667,22.713688885831584,104.01884567502385,288.27400000000006,3
T8,126.99829999999999,145.52937043154762,181.30259999999998,57.12416666666667,4.5156406845238095,63.69168123511904,2.6666666666666665,32.52806272771434,85.33593333333333,35.02244928272754,208.7005282947697,249.6556666666667,3
T9,150.7057,190.02107505816033,229.41943333333333,93.33333333333333,8.978550302850868,78.54148927702414,3.0,21.057400230330362,64.66666666666667,26.109911992712384,289.81809854466877,706.5367666666667,4
T12,108.92143333333333,132.14569811785233,180.3362,95.16340000000001,19.57632665186642,62.92756252094218,2.3333333333333335,33.21286037957024,90.66666666666667,64.2034353384208,338.3647563012552,221.3138000000002,5
