section,speed_min,speed_mean,speed_max,brake_max,brake_mean,throttle_mean,gear_min,steering_std,steering_angle_max,hand_speed_mean,hand_speed_max,curve_length,cluster
T2,213.94676666666666,223.3543251642036,228.79376666666667,21.176466666666666,4.7194034482758624,70.57291440886699,5.0,24.642735504155258,44.0,39.56898805274017,137.22367373277166,150.2319666666667,0
T3,206.36046666666667,212.1185773540664,222.3392,0.0,0.0,98.68062146735777,5.0,22.632365460512336,49.0,29.51861817906622,284.8136589540139,372.4249,0
T14,212.99563333333333,220.87719687925244,232.48646666666664,8.758166666666666,0.8180790123456788,78.57653604029714,5.0,25.33081019409028,65.0,28.58485069146045,171.63539000014035,420.4848666666667,0
T1,60.0773,117.91031734713549,198.09516666666664,100.0,27.19936999768679,66.49616686328939,1.3333333333333333,43.51944213068782,127.0,30.133489603375267,395.39933290197814,372.99286666666666,1
T10+T11,111.18483333333334,139.01892416942675,216.30173333333335,100.0,20.09397449000829,58.22926385583924,2.3333333333333335,38.97586173955429,75.33333333333333,37.9868858138634,237.41175589264114,482.86269999999996,1
T15,55.76666666666667,109.73451825141973,231.17416666666668,100.0,30.28309883668904,53.654616179143005,1.0,60.27588798825212,126.33333333333333,44.716970807921086,418.59140007525275,394.8903,1
T7,83.9424,117.66894066138798,187.63003333333336,99.3464,25.364043080784555,49.545626543497384,2.0,47.97060807578523,125.33333333333333,42.658549993711794,280.4056555918027,322.90279999999984,1
T4+T5,102.8636,140.97307168304988,243.1271,100.0,26.813986033714986,45.5988126787644,2.3333333333333335,40.45898189524785,90.33333333333333,60.70484627580436,469.93299186427845,396.65956666666654,1
T8,119.76549999999999,138.49715835481632,171.20623333333333,73.20263333333332,7.872173901131902,72.95499261353662,3.0,38.91041172914174,100.33333333333333,62.835624663680285,550.0856291540433,251.24876666666674,2
T12,104.20383333333332,126.90349562162163,170.1889666666667,97.51633333333332,25.420476684684687,58.61282988588588,2.3333333333333335,28.788352540745766,86.66666666666667,46.502638987856464,470.16131203175064,224.4503000000001,2
T13,148.91533333333334,166.57625882466974,185.68703333333335,0.0,0.0,94.76365449551663,3.0,19.090358303321434,67.66666666666667,27.344455518383928,174.53239867761644,290.0027,3
T6,122.55283333333334,142.1725166689068,171.53173333333334,1.1764666666666665,0.11233645833333333,84.79664767809139,2.3333333333333335,24.91328121994121,64.66666666666667,34.97775357272565,293.6590193964481,212.04256666666666,3
T9,143.4043,181.37087027006172,213.4152,95.6863,12.895132229938271,80.51114570987654,3.0,18.931726345105776,55.0,22.12647078813278,154.1766594448919,702.5169000000001,4
