section,speed_min,speed_mean,speed_max,brake_max,brake_mean,throttle_mean,gear_min,steering_std,steering_angle_max,hand_speed_mean,hand_speed_max,curve_length,cluster
T2,232.84120000000001,241.3527151111111,245.93345,0.0,0.0,73.70370555555556,5.0,32.727441556441065,49.25,44.73126777294995,216.28256141387627,147.14389999999997,0
T3,224.2809,230.7873052795031,241.20315,0.0,0.0,98.77235869565217,5.0,24.595282078592735,55.1406,31.112427420058772,165.3909146867897,371.0324499999999,0
T14,238.4146,244.4893354328358,250.4921,0.0,0.0,92.94900200000001,5.5,24.908912996966723,57.59375,23.289110572970007,109.85560374307808,413.52289999999994,0
T12,109.4949,135.33706198717948,184.82875,100.0,22.284943076923078,59.87530881410257,2.5,21.800812286585213,75.8125,34.22915574542882,113.67303306145857,218.54299999999967,1
T7,86.40039999999999,122.80029939560438,204.39839999999998,100.0,21.944408076923075,47.42226660714286,1.0,25.956822727013233,80.28125,24.634405289962572,114.24307400666174,319.6277499999999,1
T8,125.24605,146.2588303416149,182.4674,62.15684999999999,4.449641024844721,67.28850919254658,2.5,23.027973927195447,56.4844,31.498162416737326,98.07356567408033,243.13754999999992,1
T1,57.12215,125.16995595238095,215.47645,100.0,26.900916456582635,62.24885070028011,1.0,42.96930586663755,135.375,33.21965144672596,235.91410598912816,363.7283,2
T15,58.49925,113.37439418076441,249.3286,100.0,24.131623911340853,52.393385925751886,1.0,54.860979631428954,121.09375,44.52456941019267,347.9242260548289,389.6754000000001,2
T4+T5,108.79685,151.7606716852227,259.15925000000004,100.0,24.348651062753035,46.54341961032388,2.0,32.66587333010328,61.0625,36.790445305596066,213.69589289179783,394.09450000000015,3
T10+T11,111.0437,147.89590213286715,232.71535,100.0,16.872755122377622,57.93225767482518,2.0,36.51145230446181,67.28125,35.26618340928871,214.82360327217134,477.06449999999995,3
T9,153.65455,194.88798548743443,231.42975,98.0392,9.819490016570008,78.37555805716653,3.5,17.99988293506552,58.09375,17.56658373251877,77.25852856453997,691.0614,4
T13,164.43505,178.58448186141305,199.73680000000002,0.0,0.0,85.23003665081521,3.0,18.7430460738193,60.71875,22.21321816383336,127.55101015464051,280.60050000000047,5
T6,127.51205,151.81676590038313,185.3437,0.39215,0.39215,84.08683601532567,2.5,23.30508807607265,56.09375,18.964394546463875,94.52691256422997,208.33284999999978,5
