section,speed_min,speed_mean,speed_max,brake_max,brake_mean,throttle_mean,gear_min,steering_std,steering_angle_max,hand_speed_mean,hand_speed_max,curve_length,cluster
T13,138.63215483870968,150.82252378511959,175.3822806451613,84.17457741935485,10.053464579684771,60.485721102526476,3.0,19.48900847155424,63.87222580645161,44.4343556868724,207.7564374069353,182.42272903225808,0
T6,149.57114193548387,166.3423637524805,220.43060322580646,97.5332064516129,25.30769141608093,47.40128725284161,3.225806451612903,19.393927763529298,59.899193548387096,46.21935094446029,211.23708001020753,173.8020129032258,0
T8+T9,87.40146129032257,120.66449386710885,178.7771548387097,99.15243225806451,21.86708694039802,57.17987518754595,1.8387096774193548,43.66285833657302,89.04032258064517,62.90602333253396,421.9552574422255,223.4387161290323,1
T1,73.76800322580645,118.33968998446463,246.12851612903228,99.89879677419356,36.42421589468922,44.84009197459814,1.3225806451612903,41.222678929347936,113.98185483870968,42.31158915631227,298.0678561338622,258.0129580645161,2
T16,100.58623870967742,126.44494486016919,171.30516451612905,92.44781935483871,8.689981069768246,64.6751202945992,1.967741935483871,27.196600628188687,86.58064516129032,39.91225379866935,246.23922635738487,314.56256451612893,3
T3,87.40441935483871,116.08172773159451,195.83379677419356,98.02656451612903,22.959586118416194,44.10479064435189,1.7741935483870968,39.16619332847395,101.68775161290323,47.50873986482678,295.27194137396646,249.38511290322577,3
T14,87.9606322580645,125.90231304248162,209.71482258064515,99.53194516129032,37.04974930937747,39.881624321922175,1.8387096774193548,34.98869876143987,94.89516129032258,46.12618575870801,287.5129474930737,183.38174838709676,3
T15,80.82039677419354,102.29488322444946,159.12403548387098,97.09044838709677,18.1014241484807,50.29450449102412,1.4516129032258065,33.49705796228019,105.51209677419355,40.52081847431044,265.82101421810137,204.76056451612908,3
T10,116.41426774193548,128.9768981790677,154.92362258064517,87.21062258064516,17.707145819695306,39.63875940095558,2.3548387096774195,21.129520824184706,70.0929935483871,43.507532638055494,170.05650712745768,104.92280322580643,4
T11,111.57322903225807,122.13228102946012,140.5257387096774,56.39468387096775,5.441152008083594,59.77479788519036,2.2903225806451615,25.181322666243183,79.11995806451613,54.29249602808551,308.0841217745036,157.45115806451614,4
T7,102.22191290322581,118.06921393449842,153.75261612903228,90.6514870967742,14.07689807804206,54.29910999042475,2.032258064516129,22.51769057591989,78.22026129032258,51.13846178356364,243.63579762632563,183.14749999999998,4
T12,159.5192935483871,171.0594167968107,182.23480967741935,4.541429032258065,0.5836791123487518,95.6832341857344,3.032258064516129,13.184865060443476,48.496219354838715,42.16721492624955,155.85525114421992,130.53055806451613,5
T4,153.83530967741933,172.26249821261487,191.8349516129032,0.0,0.0,97.05262457790279,3.0,19.939831183104307,53.88709677419355,33.7587408488969,152.02764304101865,164.7495,5
