section,speed_min,speed_mean,speed_max,brake_max,brake_mean,throttle_mean,gear_min,steering_std,steering_angle_max,hand_speed_mean,hand_speed_max,curve_length,cluster
T14+T15,59.96793333333333,84.83395567226891,127.49926666666666,100.0,18.649035882352944,51.76063211484594,1.0,71.92340697053619,122.70833333333333,66.14498519934698,322.6891640008887,163.07816666666682,0
T13,88.39550000000001,112.52782496883731,159.7899666666667,100.0,29.88584160326671,43.700256471093915,2.0,30.51376032439157,83.83333333333333,42.74394338852781,187.99617388007434,138.45229999999992,1
T4,105.49326666666667,133.06146713300086,204.06906666666669,100.0,18.551528366947643,59.28650970857791,2.3333333333333335,23.93631963143561,90.66666666666667,26.69830482749978,133.72506710214955,324.3210666666666,1
T11+T12,97.8739,116.88862792875717,146.82486666666668,61.830033333333326,3.607858150565882,60.45758114280517,1.6666666666666667,40.39912018307627,76.625,34.600915893926405,159.1942849884399,329.18520000000007,1
T7,108.64426666666668,137.5824373512103,198.36726666666667,100.0,17.605724639962247,65.9302085554075,2.0,31.088621122130252,67.41666666666667,31.20851655267532,113.64494310426197,287.8939666666668,1
T5,84.14336666666667,120.14139945255151,184.0721,100.0,17.69024481604731,57.18644245527142,1.6666666666666667,34.42557946558611,99.97916666666667,31.416553812875254,173.57740123955054,306.9787666666667,1
T1+T2,109.36396666666667,164.4638597009516,262.85953333333333,100.0,22.465451223091197,57.770327921056925,2.0,44.061901786631786,96.54166666666667,36.78786208267911,321.769362005137,480.8340666666666,2
T16,120.05546666666667,163.0887809100826,195.8800666666667,0.0,0.0,99.73853333333334,2.0,17.865023787695705,51.614599999999996,21.789413101221427,86.52615054148181,279.3826666666667,3
T9,138.90543333333332,161.72487171294452,188.11066666666667,49.54246666666666,4.2253254876027295,69.04894717046363,3.0,18.734483238914382,56.78126666666666,27.841629133716026,178.68141398539782,336.9469666666667,3
T3,148.97636666666668,173.2304556539497,213.81956666666667,0.0,0.0,84.01857256010396,3.0,21.850055004854493,68.20833333333333,17.156883284894093,105.78428371637317,518.7712,3
T10,55.0266,113.63845186870196,224.3432,100.0,32.246019454156084,43.10411875466906,1.0,53.12313853579027,145.95833333333334,39.51713226491622,260.06643467588054,261.20496666666685,4
