section,speed_min,speed_mean,speed_max,brake_max,brake_mean,throttle_mean,gear_min,steering_std,steering_angle_max,hand_speed_mean,hand_speed_max,curve_length,cluster
T2,75.88678,114.87319346584749,210.83603599999998,99.764704,31.39564793897136,45.96276770266606,1.12,40.754952779404135,115.31,50.02539469951801,272.07943564521815,207.93214799999998,0
T14,88.263072,130.3869365711842,215.49462400000002,99.63921599999999,27.600150109246698,51.66536806363689,1.2,33.580450090433544,102.1225,42.88532729089761,266.39906318728316,265.73437600000005,0
T8,89.166396,130.7836438586686,217.289076,99.5451,27.176442374686488,47.52277682092526,1.48,31.850724771317168,100.065,38.10128058480632,207.94379125506387,261.337656,0
T12,145.344928,158.41090953852577,191.382616,90.47842800000001,13.440681649236083,54.58939512596494,2.52,29.02452296299863,68.0175,57.25311565756182,245.70728958523642,164.271332,1
T1,161.970244,188.51590517331417,255.90631199999999,99.592152,19.670009221649195,63.257584375162786,3.0,24.00437544654487,67.8,34.28787050911951,176.1817403080726,309.66446,2
T9-T11,77.69588,134.5814665128706,194.900444,98.760784,15.835672259202575,65.34651947469396,1.08,44.85493213575481,119.2575,41.03963071464087,283.3817458799698,445.44780800000007,3
T6,97.04249599999999,127.99127973938035,175.457696,96.737256,17.146723783785834,58.73376179066818,1.72,31.923021543230803,97.297812,48.40915941912107,293.8293434309751,238.41779200000002,4
T4+T5,105.315024,128.33372270544277,175.94018799999998,99.058824,15.138042293155136,55.88104081968149,1.92,27.81293396743591,94.42,50.54952492536969,332.9623388578507,374.384704,4
