section,speed_min,speed_mean,speed_max,brake_max,brake_mean,throttle_mean,gear_min,steering_std,steering_angle_max,hand_speed_mean,hand_speed_max,curve_length,cluster
T13,83.78010588235294,120.20376139122298,208.7941411764706,99.4002294117647,33.55985585300299,35.34163632526505,1.9411764705882353,30.92092682312983,89.9375,46.172745554683964,273.2755853040631,207.14808235294117,0
T14,70.27318235294118,93.97991826294162,133.7834705882353,91.64935882352941,12.68344333998009,53.96628574506495,1.7058823529411764,38.806129590081134,113.6029411764706,51.04411231257863,280.6022576606498,172.67261764705876,0
T17,89.0036294117647,113.9480120608062,166.89152352941178,62.86044705882353,3.60831275360134,59.400798362837044,2.176470588235294,29.339607397272786,87.25367647058823,38.00839079452465,260.42584889258507,284.5245235294118,0
T8+T9,77.59347058823529,105.81264808282933,184.94697647058823,99.14647647058824,22.79440348038895,43.36406932069162,1.9411764705882353,50.190489686741905,92.84558823529412,54.2317560712174,335.1157101531686,244.92798235294117,0
T11+T12,170.45988235294118,191.9446966164337,227.98324705882354,89.38869411764706,8.276856192177489,71.9224144107727,4.0588235294117645,34.47200674507832,55.91544117647059,34.65737716093207,180.27250964268723,465.81920588235295,1
T1,159.09864117647058,185.53758410185253,241.47222941176472,96.03229411764706,12.886207769036451,66.46457363118873,3.9411764705882355,17.82377978086972,55.371552941176475,24.42702147972321,162.8655369596818,438.10558235294116,1
T2+T3,171.64110588235295,203.82181833869456,235.51536470588235,91.8800411764706,16.283310031550812,59.41393261587369,3.823529411764706,21.232247153727652,43.50758235294118,36.56194050608203,160.8014277710166,317.15845294117645,1
T10,141.03286470588236,171.52086241165426,201.38361764705883,3.6216823529411766,0.11191120826709063,95.4630791510487,3.0588235294117645,18.279239482212386,49.018382352941174,31.06310305889912,203.58875291479177,275.4203294117646,2
T5+T6,123.19864705882352,160.91156458681206,208.3556705882353,14.763558823529412,0.5322693833195005,82.37682424474221,2.9411764705882355,29.31181514740009,64.72426470588235,39.7774128383696,263.117841196526,392.7230823529412,2
T15,139.30500588235296,177.43988495027668,208.84709411764706,0.0,0.0,99.20763700980392,3.0,13.767235589404775,37.75183529411765,19.962320419543214,92.3576713589352,307.52307647058836,2
T4,138.46440588235293,152.4213377876415,172.23934705882354,75.594,14.037100304525632,29.35374874744208,3.0588235294117645,26.214605446367486,56.466911764705884,60.858717396681925,241.48213466395293,138.08442352941177,3
T16,100.84102941176471,143.24299961410858,244.50653529411764,99.67704705882353,30.780983835584987,35.265010191557835,2.4705882352941178,24.882708533006607,72.36029411764706,35.65166316893231,209.62885195915175,301.65662352941183,4
T7,125.91116470588234,162.4077085909668,251.99734705882352,98.24682941176471,19.839691919010754,56.78348718743587,3.1176470588235294,21.619006193775665,61.93382352941177,29.610488615771555,232.77922795428742,446.9112294117648,4
