section,speed_min,speed_mean,speed_max,brake_max,brake_mean,throttle_mean,gear_min,steering_std,steering_angle_max,hand_speed_mean,hand_speed_max,curve_length,cluster
T14+T15,96.2729875,119.0634263331183,152.0857125,41.5196125,2.5930769008515195,74.49270671958317,1.25,67.27440618205212,122.90625,100.04499618495885,424.73421328380743,120.65870000000001,0
T16+T17,159.494925,174.64622387068445,185.385675,82.9411875,9.023237350293776,58.104020081186945,2.125,33.047098247769824,58.0,71.26957620050763,276.8841875204201,167.82629999999995,0
T10,218.7275875,224.18202936381613,230.28629999999998,0.049025,0.004456818181818182,77.28543469972749,4.0,20.577929067371503,66.41015,53.45578681914297,204.35052149669528,277.109625,1
T6+T7,172.3268,184.34320346742564,201.4496125,0.049025,0.003268333333333333,94.27124059605046,3.0,30.85520586013297,64.328125,49.814522294415525,198.7854827122795,254.69202500000006,1
T8+T9,203.86055,214.57139178034797,225.1945375,0.5392125,0.01536455223880597,90.63410621497272,4.0,17.157447283983043,56.957025,49.152036822912386,173.7618306562252,321.49296250000003,1
T18,86.3603375,118.37594333047475,163.0397875,94.9019625,19.908291797723074,57.95769215018348,1.0,47.843429114840625,124.625,50.41473102230444,272.4389053049366,202.5588375000001,2
T11-T13,104.636825,162.4983930888362,233.41345,98.62745,36.08464007991388,15.263768769676311,1.25,37.26699539375558,86.578125,72.82947025991373,378.96486697630485,270.75956249999996,2
T1,100.1573625,141.90757388425916,210.7232875,98.823525,19.541322003772144,67.62530439868564,1.25,30.804711967891073,95.609375,40.5171264298819,342.93884993210327,315.90516249999996,2
T3-T5,93.46340000000001,139.5907757692892,197.447925,98.5784375,13.496762572481972,69.68711499846177,1.25,40.39399530331877,101.3984375,56.869992818148795,359.75463020953794,405.68516250000005,2
T2,134.0524,169.9808670601126,252.63218750000001,100.0,20.89698232883994,67.27679410858741,2.0,24.97448097085037,74.21875,38.294780321108,201.93957508382618,357.3156,2
T21,96.4608625,126.83334822078524,208.643275,100.0,29.17464094308142,49.73257170599856,1.125,35.44742447499782,99.203125,50.39656055074026,275.020021365741,207.31185000000005,2
T20,111.7494375,159.17046338330368,283.0510375,100.0,29.531821235776192,60.447796732830085,1.625,33.569994768243184,77.6836,44.16190666479545,257.8063789370197,356.0290375000001,2
T19,281.446,283.356550504562,284.7829375,0.0,0.0,99.656825,5.75,5.332509475639889,19.5791,28.347316533399464,86.96699940632273,215.19903750000003,3
