section,speed_min,speed_mean,speed_max,brake_max,brake_mean,throttle_mean,gear_min,steering_std,steering_angle_max,hand_speed_mean,hand_speed_max,curve_length,cluster
T3,113.13392857142857,162.48504593621539,224.79441428571428,98.60994285714285,43.27232483673469,35.00603649074314,2.169642857142857,21.110227887529923,61.53166785714286,38.58392976222278,187.41685457342484,186.57150982142858,0
T6,108.03987232142858,121.44157762585321,147.32878839285715,7.990194642857142,0.6366223684867741,70.77486518710207,1.7857142857142858,22.94319723694402,82.30594285714287,47.612132886338465,257.8261304643098,165.76507767857146,1
T10,91.44561160714285,120.89953290798414,176.36282232142858,89.53080803571429,16.078026465323894,50.46460277313962,1.7142857142857142,29.500847045797308,87.84688839285715,48.09162982115009,289.4298866708963,261.0466383928572,2
T13,66.84255089285715,100.37274023014358,140.68941339285715,90.84383749999999,10.574248299263644,61.50182984256332,1.1071428571428572,60.77403177462113,121.76841517857143,53.805717283943736,346.2296015831003,249.43671696428575,2
T4,91.59582589285715,101.76448340619272,118.78562678571429,79.94747589285714,11.609808999786932,47.551205248924354,1.4553571428571428,36.056581301886744,90.45131160714286,69.11612629952042,368.5083927676165,114.12523214285714,2
T5,71.50282142857142,83.64727049270228,105.46402499999999,69.86344642857144,10.800187912360332,49.46982980181853,1.1607142857142858,35.69252524565565,114.14118303571429,68.44120013068348,314.47428770453024,85.38181964285715,2
T11,148.4274330357143,179.79398916883844,203.34029285714286,30.11904910714286,1.1571027328698076,98.18616989474785,2.625,7.779133756832218,29.683733035714287,22.42121020941671,117.71419108929963,252.06961875,3
T7,166.42973839285716,183.99851301555864,201.39851517857142,0.32212857142857143,0.018845772058823533,98.86801776386508,3.017857142857143,13.881895740577349,42.678467857142856,29.55834716279438,132.85341571350196,205.02660267857144,3
T8,211.3465848214286,228.30509680223219,281.02942410714286,88.68347589285715,10.92338306429998,67.5973313427933,4.875,20.2445618739676,54.42198035714286,34.66772749893695,186.4927951128738,408.68840089285715,4
T1,114.67372767857144,160.31325003730606,251.53591696428572,99.01610535714285,19.266223265495558,61.7119354891714,2.2589285714285716,35.3112661749462,76.58698303571428,41.75874919088157,323.65477065845823,485.06172857142855,5
T9,118.74495535714286,143.05581127704986,213.08924196428572,93.41736607142857,12.615768383202248,44.96958204659022,2.3214285714285716,22.897852071666847,77.90631964285714,35.58079717021838,257.06991655283304,396.797775,5
